fileid,audiopath,prev,next,time,emotion,transcription
Ses05F_impro05_M034,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M034.wav,Ses05F_impro05_F028,Ses05F_impro05_F029,259.2500 - 262.1400,neu,"Uh, so it was really heavy."
Ses05F_impro05_M035,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M035.wav,Ses05F_impro05_F029,Ses05F_impro05_F030,264.9292 - 271.5100,fru,"Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher."
Ses05F_impro05_M036,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M036.wav,Ses05F_impro05_F030,Ses05F_impro05_F031,271.5600 - 278.3100,neu,"I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you."
Ses05F_impro05_M037,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M037.wav,Ses05F_impro05_F031,Ses05F_impro05_M038,278.5600 - 280.9100,neu,Well I don't know why you wouldn't believe that.
Ses05F_impro05_M038,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M038.wav,Ses05F_impro05_M037,Ses05F_impro05_F032,280.9700 - 283.4400,fru,"Obviously, I'm doing everything that I can here."
Ses05F_impro05_M039,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M039.wav,Ses05F_impro05_F032,Ses05F_impro05_F033,289.8300 - 296.5900,neu,"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-"
Ses05F_impro05_M040,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M040.wav,Ses05F_impro05_F033,Ses05F_impro05_F034,298.0000 - 299.4600,neu,makes up?
Ses05F_impro05_M041,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M041.wav,Ses05F_impro05_F034,Ses05F_impro05_F035,301.5300 - 304.5800,neu,"The airline makes these rules, mom ma'am."
Ses05F_impro05_M042,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M042.wav,Ses05F_impro05_F035,Ses05F_impro05_F036,306.9000 - 313.5800,xxx,I've gone into the computer.  I told you exactly what I can see in the computer that your luggage did arrive here.
Ses05F_impro05_M043,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M043.wav,Ses05F_impro05_F036,Ses05F_impro05_F037,319.4600 - 326.9644,fru,"Well, you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up. And if it does, then we'll deliver it to you."
Ses05F_impro05_M044,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M044.wav,Ses05F_impro05_F037,Ses05F_impro05_F038,326.9800 - 329.3014,fru,"I have no guarantee, absolutely not."
Ses05F_impro05_M045,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M045.wav,Ses05F_impro05_F038,Ses05F_impro05_F039,330.6000 - 334.1400,fru,How can I guarantee finding your luggage when it's lost?
Ses05F_impro05_M046,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M046.wav,Ses05F_impro05_F039,Ses05F_impro05_F040,337.5200 - 342.5400,fru,"Right, well, when you're at home and you lose something, do you guarantee that you're going to find it later on?"
Ses05F_impro05_M047,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M047.wav,Ses05F_impro05_F040,Ses05F_impro05_F041,343.9700 - 346.4064,fru,"Well, it sounds to me like you're being ridiculous"
Ses05F_impro05_M048,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M048.wav,Ses05F_impro05_F041,Ses05F_impro05_F042,355.6200 - 357.0000,neu,Right.
Ses05F_impro05_M049,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M049.wav,Ses05F_impro05_F042,Ses05F_impro05_M050,358.1000 - 365.2600,fru,"I understand that, ma'am, but things get lost.  There's nothing I can do about that.  Things happen.  Accidents happen."
Ses05F_impro05_M050,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M050.wav,Ses05F_impro05_M049,Ses05F_impro05_F043,365.3000 - 370.5300,neu,"And while I really would love to be able to hand you your bag right now, obviously I can't do that."
Ses05F_impro05_M051,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M051.wav,Ses05F_impro05_F043,Ses05F_impro05_F044,371.6300 - 374.1600,neu,So you'd like the fifty dollar voucher?
Ses05F_impro05_M052,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M052.wav,Ses05F_impro05_F044,Ses05F_impro05_F045,375.1000 - 385.1400,neu,"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag."
Ses05F_impro05_M053,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M053.wav,Ses05F_impro05_F045,,386.3900 - 388.2700,neu,You have a wonderful day.
Ses05F_impro02_F000,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F000.wav,,Ses05F_impro02_M000,5.1700 - 7.6605,xxx,"baby, I need you to sit down."
Ses05F_impro02_F001,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F001.wav,Ses05F_impro02_M000,Ses05F_impro02_M001,12.3000 - 14.4800,sad,um.
Ses05F_impro02_F002,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F002.wav,Ses05F_impro02_M001,Ses05F_impro02_M002,19.0000 - 24.6600,sad,I'm sorry.  It's just a lot ahh to explain. ahh I got a call--
Ses05F_impro02_F003,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F003.wav,Ses05F_impro02_M002,Ses05F_impro02_F004,24.7000 - 28.4600,xxx,"Yeah, um everything's fine so far. um"
Ses05F_impro02_F004,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F004.wav,Ses05F_impro02_F003,Ses05F_impro02_FXX0,28.8000 - 31.1014,sad,"I got a call today,"
Ses05F_impro02_F005,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F005.wav,Ses05F_impro02_M003,Ses05F_impro02_M004,33.6400 - 37.1300,sad,I'm going to need to go overseas for a while.
Ses05F_impro02_F006,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F006.wav,Ses05F_impro02_M004,Ses05F_impro02_M005,40.9200 - 42.2900,fea,Iraq.
Ses05F_impro02_F007,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F007.wav,Ses05F_impro02_M005,Ses05F_impro02_M006,44.4900 - 47.6500,xxx,I'm sorry.  I thought so. "sigh"
Ses05F_impro02_F008,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F008.wav,Ses05F_impro02_M006,Ses05F_impro02_M007,51.7400 - 54.4200,sad,I don't know "sigh".
Ses05F_impro02_F009,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F009.wav,Ses05F_impro02_M008,Ses05F_impro02_M009,61.5700 - 65.7300,sad,I know.  I know.
Ses05F_impro02_F010,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F010.wav,Ses05F_impro02_M009,Ses05F_impro02_M010,68.8300 - 79.7900,sad,"I know.  Well, we'll have to figure all that out.  I mean, I think the Army's going to provide childcare and help us out with that. um."
Ses05F_impro02_F011,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F011.wav,Ses05F_impro02_M010,Ses05F_impro02_M011,83.0500 - 85.3000,sad,Iraq.
Ses05F_impro02_F012,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F012.wav,Ses05F_impro02_M011,Ses05F_impro02_M012,88.3300 - 93.3000,sad,I think infantry.  I'm not sure.
Ses05F_impro02_F013,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F013.wav,Ses05F_impro02_M013,Ses05F_impro02_M014,97.7400 - 103.8500,fru,"It's going to be at least six months, probably a year. I tried."
Ses05F_impro02_F014,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F014.wav,Ses05F_impro02_M014,Ses05F_impro02_M015,106.6800 - 109.9800,fru,"I know, I know.  It's really, really messed up."
Ses05F_impro02_F015,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F015.wav,Ses05F_impro02_M015,Ses05F_impro02_M016,117.3600 - 121.0200,xxx,"Believe me, if I had a choice, I wouldn't have chosen this."
Ses05F_impro02_F016,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F016.wav,Ses05F_impro02_M016,Ses05F_impro02_M017,125.2100 - 130.2600,xxx,"You don't know how to what?  You'll be fine. I mean, you're a great parent. I know."
Ses05F_impro02_F017,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F017.wav,Ses05F_impro02_M018,Ses05F_impro02_M019,133.5800 - 138.1400,fru,"Well, maybe you should move in with my mom and she can help."
Ses05F_impro02_F018,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F018.wav,Ses05F_impro02_M019,Ses05F_impro02_M020,140.6200 - 144.2000,fru,"I don't know, I'm just--I'm trying to think of something."
Ses05F_impro02_F019,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F019.wav,Ses05F_impro02_M020,Ses05F_impro02_MXX0,145.0128 - 148.8000,xxx,"She likes you. Of course, she likes you."
Ses05F_impro02_F020,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F020.wav,Ses05F_impro02_M022,Ses05F_impro02_M023,156.4300 - 158.2300,fru,You can't what?
Ses05F_impro02_F021,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F021.wav,Ses05F_impro02_M023,Ses05F_impro02_M024,164.2500 - 167.3900,sad,I don't think there's anything we can do.
Ses05F_impro02_F022,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F022.wav,Ses05F_impro02_M024,Ses05F_impro02_M025,169.1700 - 182.0200,xxx,"Well, we can try it.  Baby, don't beg me.  I mean, if there were anything that I could do, I would do it.  Believe me.  This is not what I want."
Ses05F_impro02_F023,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F023.wav,Ses05F_impro02_M025,Ses05F_impro02_M026,183.0200 - 188.9000,sad,I know.  I know it's not fair.
Ses05F_impro02_F024,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F024.wav,Ses05F_impro02_M026,Ses05F_impro02_M027,199.5600 - 202.7800,sad,"Well, apparently nobody else can go."
Ses05F_impro02_F025,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F025.wav,Ses05F_impro02_M027,Ses05F_impro02_M028,205.9800 - 213.1700,fru,"I don't know.  Baby, why are you asking me this?  It's just as hard for me.  Please, try to understand that."
Ses05F_impro02_F026,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F026.wav,Ses05F_impro02_M028,Ses05F_impro02_M029,223.6300 - 233.5000,fru,"I understand, baby.  I'm sorry. I mean try to understand I'm I'm scared myself."
Ses05F_impro02_F027,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F027.wav,Ses05F_impro02_M029,Ses05F_impro02_M030,238.6500 - 240.4100,sad,I know.
Ses05F_impro02_F028,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F028.wav,Ses05F_impro02_M030,Ses05F_impro02_M031,246.3500 - 248.2000,sad,I know.
Ses05F_impro02_F029,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F029.wav,Ses05F_impro02_M031,Ses05F_impro02_M032,252.2100 - 262.6900,sad,We'll figure something out.  We just have to ... we just have to think about this.  Could any of your family help us?
Ses05F_impro02_F030,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F030.wav,Ses05F_impro02_M032,Ses05F_impro02_M033,265.5084 - 269.0981,xxx,Maybe we should call your parents.
Ses05F_impro02_F031,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F031.wav,Ses05F_impro02_M034,Ses05F_impro02_M035,285.7900 - 289.1700,sad,I'm going to miss their first words.
Ses05F_impro02_F032,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F032.wav,Ses05F_impro02_M035,Ses05F_impro02_M036,291.0500 - 294.9200,sad,You'll have to send me pictures and letters everyday.
Ses05F_impro02_F033,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F033.wav,Ses05F_impro02_M036,Ses05F_impro02_M037,298.0200 - 301.2800,xxx,I don't know. I hope so.
Ses05F_impro02_F034,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F034.wav,Ses05F_impro02_M037,Ses05F_impro02_M038,307.5400 - 310.2100,sad,"Yeah, as much as I can."
Ses05F_impro02_F035,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F035.wav,Ses05F_impro02_M038,Ses05F_impro02_M039,311.9000 - 316.1000,sad,"""sigh"" Three weeks."
Ses05F_impro02_F036,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F036.wav,Ses05F_impro02_M039,Ses05F_impro02_M040,318.9700 - 320.7100,sad,Yeah.
Ses05F_impro02_F037,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F037.wav,Ses05F_impro02_M040,Ses05F_impro02_M041,328.2000 - 329.4000,sad,Yeah.
Ses05F_impro02_F038,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F038.wav,Ses05F_impro02_M041,,335.2658 - 343.4000,sad,I love you.  I'm going to miss you so much. "sigh"
Ses05F_impro02_M000,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M000.wav,Ses05F_impro02_F000,Ses05F_impro02_F001,7.6018 - 10.4300,neu,What is it?
Ses05F_impro02_M001,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M001.wav,Ses05F_impro02_F001,Ses05F_impro02_F002,15.5400 - 18.2200,xxx,You can say it.
Ses05F_impro02_M002,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M002.wav,Ses05F_impro02_F002,Ses05F_impro02_F003,23.2800 - 24.8100,xxx,Are you all right?
Ses05F_impro02_M003,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M003.wav,Ses05F_impro02_FXX0,Ses05F_impro02_F005,31.5600 - 33.2600,xxx,okay.
Ses05F_impro02_M004,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M004.wav,Ses05F_impro02_F005,Ses05F_impro02_F006,38.4900 - 40.6800,ang,You got called up.
Ses05F_impro02_M005,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M005.wav,Ses05F_impro02_F006,Ses05F_impro02_F007,41.8900 - 44.9700,ang,I thought you said this wasn't going to happen for at least a year.
Ses05F_impro02_M006,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M006.wav,Ses05F_impro02_F007,Ses05F_impro02_F008,50.1000 - 52.3200,fru,What am I going to do?
Ses05F_impro02_M007,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M007.wav,Ses05F_impro02_F008,Ses05F_impro02_M008,54.1800 - 59.5700,xxx,I can't do this by myself. I I don't know how to do this.  You know how to do this.
Ses05F_impro02_M008,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M008.wav,Ses05F_impro02_M007,Ses05F_impro02_F009,60.3500 - 61.9000,fru,The kids-
Ses05F_impro02_M009,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M009.wav,Ses05F_impro02_F009,Ses05F_impro02_F010,65.1400 - 69.6600,xxx,Nobody's even here.  Your parents live on the other side of the country.
Ses05F_impro02_M010,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M010.wav,Ses05F_impro02_F010,Ses05F_impro02_F011,80.4600 - 83.4400,ang,Where do you have to go?  Where are you going?
Ses05F_impro02_M011,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M011.wav,Ses05F_impro02_F011,Ses05F_impro02_F012,85.6700 - 90.1700,xxx,What are you going to do there?  Is it going to be dangerous?  What are you-?
Ses05F_impro02_M012,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M012.wav,Ses05F_impro02_F012,Ses05F_impro02_M013,94.9700 - 97.4600,xxx,It's--
Ses05F_impro02_M013,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M013.wav,Ses05F_impro02_M012,Ses05F_impro02_F013,99.3300 - 103.4000,xxx,Can we do something else?  Can you tell them that you just had two kids?
Ses05F_impro02_M014,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M014.wav,Ses05F_impro02_F013,Ses05F_impro02_F014,103.9163 - 108.1300,ang,I don't understand why they would just do something like this?
Ses05F_impro02_M015,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M015.wav,Ses05F_impro02_F014,Ses05F_impro02_F015,109.4000 - 116.8600,ang,It doesn't make any sense.  It's stupid.  I told you you shouldn't go in the Army.
Ses05F_impro02_M016,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M016.wav,Ses05F_impro02_F015,Ses05F_impro02_F016,120.5800 - 125.5400,fru,I don't know I don't know what I'm going to do.  I don't know how to-
Ses05F_impro02_M017,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M017.wav,Ses05F_impro02_F016,Ses05F_impro02_M018,127.3700 - 131.8400,xxx,"They're six months old. Six months old, they're tiny."
Ses05F_impro02_M018,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M018.wav,Ses05F_impro02_M017,Ses05F_impro02_F017,131.9300 - 136.2100,xxx,I can't do this.  I've never done this before.  I don't know anything about this.
Ses05F_impro02_M019,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M019.wav,Ses05F_impro02_F017,Ses05F_impro02_F018,137.6900 - 141.9100,sur,"Your Your mom, you want me to move in with your mom?"
Ses05F_impro02_M020,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M020.wav,Ses05F_impro02_F018,Ses05F_impro02_F019,142.8000 - 146.9500,xxx,She doesn't even like me.  She's never liked me. No.
Ses05F_impro02_M021,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M021.wav,Ses05F_impro02_MXX0,Ses05F_impro02_M022,147.8300 - 150.6600,xxx,She likes you.  She likes the kids.
Ses05F_impro02_M022,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M022.wav,Ses05F_impro02_M021,Ses05F_impro02_F020,151.6700 - 156.6800,xxx,I no I can't- "sigh"
Ses05F_impro02_M023,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M023.wav,Ses05F_impro02_F020,Ses05F_impro02_F021,159.1700 - 166.0100,xxx,I can't let you go.  I can't let you go.  I'll call them.  I'll say something.  I'll do anything.  I'll tell them something different.
Ses05F_impro02_M024,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M024.wav,Ses05F_impro02_F021,Ses05F_impro02_F022,166.0500 - 169.5200,sad,I'll tell them I'm sick and that you can't leave something.
Ses05F_impro02_M025,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M025.wav,Ses05F_impro02_F022,Ses05F_impro02_F023,181.7500 - 183.7300,sad,It's not fair.
Ses05F_impro02_M026,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M026.wav,Ses05F_impro02_F023,Ses05F_impro02_F024,189.2800 - 200.1600,sad,Why has to be you?  There's all those other people.  Somebody else can go instead.  It's not right.
Ses05F_impro02_M027,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M027.wav,Ses05F_impro02_F024,Ses05F_impro02_F025,203.4300 - 207.0000,xxx,What are you going to do that's any different than anybody else?
Ses05F_impro02_M028,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M028.wav,Ses05F_impro02_F025,Ses05F_impro02_F026,212.6000 - 224.5500,xxx,"I don't know.  It's not me, so I'm the one who has to stay here.  I'm the one who has to take care of them, and I don't have-I don't have anybody else.  You're all I have."
Ses05F_impro02_M029,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M029.wav,Ses05F_impro02_F026,Ses05F_impro02_F027,233.4100 - 240.2300,sad,I understand.  I'm worried about you.  I don't know what's going to happen to you.
Ses05F_impro02_M030,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M030.wav,Ses05F_impro02_F027,Ses05F_impro02_F028,240.5300 - 247.4700,xxx,Iraq of all-come on.  People die every day.
Ses05F_impro02_M031,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M031.wav,Ses05F_impro02_F028,Ses05F_impro02_F029,249.9654 - 252.0563,sad,I jus-
Ses05F_impro02_M032,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M032.wav,Ses05F_impro02_F029,Ses05F_impro02_F030,262.9800 - 264.8200,sad,I don't know.
Ses05F_impro02_M033,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M033.wav,Ses05F_impro02_F030,Ses05F_impro02_M034,269.5200 - 278.8500,sad,Yeah.  I guess.  I don't know what they're going to say.
Ses05F_impro02_M034,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M034.wav,Ses05F_impro02_M033,Ses05F_impro02_F031,280.4300 - 286.6900,sad,"Yeah, we'll call them.  We'll figure something out.  I'm sorry, I'm sorry, I'm sorry.  You're right."
Ses05F_impro02_M035,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M035.wav,Ses05F_impro02_F031,Ses05F_impro02_F032,289.0500 - 291.1800,sad,I know.
Ses05F_impro02_M036,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M036.wav,Ses05F_impro02_F032,Ses05F_impro02_F033,293.4100 - 299.9900,sad,"All the time, every day, every day.  They have e-mail over there and stuff like that, right? I can send you pictures."
Ses05F_impro02_M037,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M037.wav,Ses05F_impro02_F033,Ses05F_impro02_F034,301.1900 - 307.9200,xxx,You have to call me all the time whenever you can.  You have to tell me what you're doing and how you're doing.  Okay?
Ses05F_impro02_M038,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M038.wav,Ses05F_impro02_F034,Ses05F_impro02_F035,309.8100 - 312.1800,xxx,How long do we have?  When do you leave?
Ses05F_impro02_M039,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M039.wav,Ses05F_impro02_F035,Ses05F_impro02_F036,315.4100 - 319.4100,sur,Three weeks?
Ses05F_impro02_M040,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M040.wav,Ses05F_impro02_F036,Ses05F_impro02_F037,320.3500 - 328.8200,xxx,"I don't Okay.  Okay, we can do this.  We can do this.  It's okay.  We'll make it work."
Ses05F_impro02_M041,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M041.wav,Ses05F_impro02_F037,Ses05F_impro02_F038,332.8230 - 335.1399,sad,I love you.
Ses05F_impro04_F000,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F000.wav,,Ses05F_impro04_M000,5.1800 - 9.7600,sad,"Brian, I need help."
Ses05F_impro04_F001,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F001.wav,Ses05F_impro04_M000,Ses05F_impro04_M001,15.7900 - 26.2000,xxx,I don't--I'm just--I'm thinking maybe I should move back home or something.  I don't I don't know what to do.  I can't - I cant keep living the way I'm living.
Ses05F_impro04_F002,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F002.wav,Ses05F_impro04_M001,Ses05F_impro04_M002,29.4500 - 36.3800,fru,"I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying."
Ses05F_impro04_F003,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F003.wav,Ses05F_impro04_M002,Ses05F_impro04_M003,40.1400 - 44.2800,fru,How did you get a job?  What am I - What am I supposed to do?
Ses05F_impro04_F004,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F004.wav,Ses05F_impro04_M003,Ses05F_impro04_M004,49.5400 - 66.4600,fru,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody."
Ses05F_impro04_F005,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F005.wav,Ses05F_impro04_M004,Ses05F_impro04_M005,66.5300 - 68.1500,fru,It's not fair.
Ses05F_impro04_F006,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F006.wav,Ses05F_impro04_M005,Ses05F_impro04_M006,71.2600 - 75.4400,fru,That's fine.  I'd be willing to start anywhere.  I can't get a job.
Ses05F_impro04_F007,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F007.wav,Ses05F_impro04_M006,Ses05F_impro04_M007,75.8600 - 80.9600,fru,"I mean, on six seven and five an hour does not - does not pay the bills I mean."
Ses05F_impro04_F008,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F008.wav,Ses05F_impro04_M007,Ses05F_impro04_M008,83.8900 - 89.8000,ang,I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.
